date,chain,total_usd
2023-07-31,Avalanche,1326979446.0
2023-08-01,Avalanche,1324261011.0
2023-08-02,Avalanche,1327367076.0
2023-08-03,Avalanche,1328302813.0
2023-08-04,Avalanche,1326809362.0
2023-08-05,Avalanche,1328418382.0
2023-08-06,Avalanche,1328420888.0
2023-08-07,Avalanche,1328202928.0
2023-08-08,Avalanche,1332005026.0
2023-08-09,Avalanche,1333409897.0
2023-08-10,Avalanche,1336300459.0
2023-08-11,Avalanche,1345984897.0
2023-08-12,Avalanche,1351789473.0
2023-08-13,Avalanche,1351543850.0
2023-08-14,Avalanche,1351300727.0
2023-08-15,Avalanche,1317479944.0
2023-08-16,Avalanche,1310764119.0
2023-08-17,Avalanche,1317847511.0
2023-08-18,Avalanche,1334049021.0
2023-08-19,Avalanche,1321725648.0
2023-08-20,Avalanche,1323115222.0
2023-08-21,Avalanche,1314247988.0
2023-08-22,Avalanche,1315116138.0
2023-08-23,Avalanche,1315795857.0
2023-08-24,Avalanche,1298374873.0
2023-08-25,Avalanche,1277272037.0
2023-08-26,Avalanche,1259739692.0
2023-08-27,Avalanche,1256017264.0
2023-08-28,Avalanche,1258500013.0
2023-08-29,Avalanche,1271933638.0
2023-08-30,Avalanche,1277569182.0
2023-08-31,Avalanche,1276890704.0
2023-09-01,Avalanche,1277537930.0
2023-09-02,Avalanche,1282224670.0
2023-09-03,Avalanche,1278398406.0
2023-09-04,Avalanche,1275966485.0
2023-09-05,Avalanche,1274804794.0
2023-09-06,Avalanche,1269851473.0
2023-09-07,Avalanche,1270247968.0
2023-09-08,Avalanche,1263554350.0
2023-09-09,Avalanche,1268454301.0
2023-09-10,Avalanche,1265864336.0
2023-09-11,Avalanche,1266120531.0
2023-09-12,Avalanche,1266401738.0
2023-09-13,Avalanche,1263308582.0
2023-09-14,Avalanche,1264657477.0
2023-09-15,Avalanche,1268452562.0
2023-09-16,Avalanche,1269211921.0
2023-09-17,Avalanche,1269598921.0
2023-09-18,Avalanche,1269385982.0
2023-09-19,Avalanche,1270626513.0
2023-09-20,Avalanche,1274018975.0
2023-09-21,Avalanche,1276910330.0
2023-09-22,Avalanche,1274912745.0
2023-09-23,Avalanche,1278563304.0
2023-09-24,Avalanche,1278149184.0
2023-09-25,Avalanche,1277585733.0
2023-09-26,Avalanche,1278904876.0
2023-09-27,Avalanche,1274992700.0
2023-09-28,Avalanche,1291939116.0
2023-09-29,Avalanche,1287191760.0
2023-09-30,Avalanche,1276404884.0
2023-10-01,Avalanche,1271562018.0
2023-10-02,Avalanche,1269112063.0
2023-10-03,Avalanche,1274200221.0
2023-10-04,Avalanche,1273954439.0
2023-10-05,Avalanche,1270273789.0
2023-10-06,Avalanche,1271770990.0
2023-10-07,Avalanche,1292398704.0
2023-10-08,Avalanche,1291299361.0
2023-10-09,Avalanche,1290243883.0
2023-10-10,Avalanche,1290506534.0
2023-10-11,Avalanche,1286210601.0
2023-10-12,Avalanche,1285009992.0
2023-10-13,Avalanche,1285233681.0
2023-10-14,Avalanche,1290370088.0
2023-10-15,Avalanche,1289925495.0
2023-10-16,Avalanche,1289153869.0
2023-10-17,Avalanche,1281882689.0
2023-10-18,Avalanche,1261030396.0
2023-10-19,Avalanche,1247046549.0
2023-10-20,Avalanche,1246473843.0
2023-10-21,Avalanche,1243890069.0
2023-10-22,Avalanche,1243707907.0
2023-10-23,Avalanche,1242630258.0
2023-10-24,Avalanche,1237541531.0
2023-10-25,Avalanche,1231553766.0
2023-10-26,Avalanche,1235166153.0
2023-10-27,Avalanche,1234739546.0
2023-10-28,Avalanche,1232415087.0
2023-10-29,Avalanche,1228147719.0
2023-10-30,Avalanche,1228116080.0
2023-10-31,Avalanche,1230881056.0
2023-11-01,Avalanche,1222852513.0
2023-11-02,Avalanche,1224293505.0
2023-11-03,Avalanche,1205686959.0
2023-11-04,Avalanche,1193681320.0
2023-11-05,Avalanche,1194195094.0
2023-11-06,Avalanche,1186853025.0
2023-11-07,Avalanche,1162838301.0
2023-11-08,Avalanche,1135909304.0
2023-11-09,Avalanche,1131056749.0
2023-11-10,Avalanche,1127721948.0
2023-11-11,Avalanche,1124415747.0
2023-11-12,Avalanche,1123402794.0
2023-11-13,Avalanche,1122122137.0
2023-11-14,Avalanche,1122595767.0
2023-11-15,Avalanche,1122775113.0
2023-11-16,Avalanche,1125898685.0
2023-11-17,Avalanche,1127007303.0
2023-11-18,Avalanche,1121577277.0
2023-11-19,Avalanche,1121767871.0
2023-11-20,Avalanche,1116661006.0
2023-11-21,Avalanche,1116492646.0
2023-11-22,Avalanche,1113970441.0
2023-11-23,Avalanche,1114868295.0
2023-11-24,Avalanche,1112524695.0
2023-11-25,Avalanche,1109430162.0
2023-11-26,Avalanche,1101534878.0
2023-11-27,Avalanche,1103303845.0
2023-11-28,Avalanche,1103612799.0
2023-11-29,Avalanche,1100437805.0
2023-11-30,Avalanche,1104511802.0
2023-12-01,Avalanche,1104822731.0
2023-12-02,Avalanche,1107597752.0
2023-12-03,Avalanche,1105621550.0
2023-12-04,Avalanche,1102929096.0
2023-12-05,Avalanche,1101100511.0
2023-12-06,Avalanche,1104560072.0
2023-12-07,Avalanche,1108222398.0
2023-12-08,Avalanche,1109903122.0
2023-12-09,Avalanche,1115290054.0
2023-12-10,Avalanche,1123563443.0
2023-12-11,Avalanche,1118346352.0
2023-12-12,Avalanche,1115362226.0
2023-12-13,Avalanche,1121564469.0
2023-12-14,Avalanche,1128897497.0
2023-12-15,Avalanche,1134245992.0
2023-12-16,Avalanche,1137568017.0
2023-12-17,Avalanche,1137713639.0
2023-12-18,Avalanche,1139571606.0
2023-12-19,Avalanche,1141889882.0
2023-12-20,Avalanche,1141974716.0
2023-12-21,Avalanche,1137315576.0
2023-12-22,Avalanche,1141934616.0
2023-12-23,Avalanche,1146976150.0
2023-12-24,Avalanche,1147874069.0
2023-12-25,Avalanche,1139972152.0
2023-12-26,Avalanche,1138587487.0
2023-12-27,Avalanche,1127991386.0
2023-12-28,Avalanche,1124027024.0
2023-12-29,Avalanche,1126807849.0
2023-12-30,Avalanche,1151378138.0
2023-12-31,Avalanche,1146162176.0
2024-01-01,Avalanche,1144067964.0
2024-01-02,Avalanche,1147493215.0
2024-01-03,Avalanche,1142155123.0
2024-01-04,Avalanche,1153563146.0
2024-01-05,Avalanche,1158489720.0
2024-01-06,Avalanche,1164240337.0
2024-01-07,Avalanche,1158604604.0
2024-01-08,Avalanche,1160868845.0
2024-01-09,Avalanche,1183201952.0
2024-01-10,Avalanche,1175360795.0
2024-01-11,Avalanche,1183603335.0
2024-01-12,Avalanche,1190081440.0
2024-01-13,Avalanche,1168584825.0
2024-01-14,Avalanche,1168854150.0
2024-01-15,Avalanche,1168369285.0
2024-01-16,Avalanche,1149403434.0
2024-01-17,Avalanche,1155855519.0
2024-01-18,Avalanche,1154363248.0
2024-01-19,Avalanche,1157233296.0
2024-01-20,Avalanche,1155908886.0
2024-01-21,Avalanche,1155973854.0
2024-01-22,Avalanche,1152964672.0
2024-01-23,Avalanche,1152719419.0
2024-01-24,Avalanche,1161026598.0
2024-01-25,Avalanche,1162736136.0
2024-01-26,Avalanche,1160419078.0
2024-01-27,Avalanche,1155368740.0
2024-01-28,Avalanche,1153189994.0
2024-01-29,Avalanche,1152105407.0
2024-01-30,Avalanche,1158875093.0
2024-01-31,Avalanche,1154618228.0
2024-02-01,Avalanche,1145339257.0
2024-02-02,Avalanche,1150079971.0
2024-02-03,Avalanche,1156514181.0
2024-02-04,Avalanche,1146128219.0
2024-02-05,Avalanche,1143450129.0
2024-02-06,Avalanche,1138286039.0
2024-02-07,Avalanche,1138933086.0
2024-02-08,Avalanche,1135688904.0
2024-02-09,Avalanche,1139237807.0
2024-02-10,Avalanche,1147786118.0
2024-02-11,Avalanche,1151448280.0
2024-02-12,Avalanche,1154314755.0
2024-02-13,Avalanche,1205920995.0
2024-02-14,Avalanche,1216669100.0
2024-02-15,Avalanche,1237392120.0
2024-02-16,Avalanche,1230682136.0
2024-02-17,Avalanche,1241002515.0
2024-02-18,Avalanche,1240876520.0
2024-02-19,Avalanche,1234686789.0
2024-02-20,Avalanche,1231228551.0
2024-02-21,Avalanche,1263083896.0
2024-02-22,Avalanche,1268183819.0
2024-02-23,Avalanche,1201748389.0
2024-02-24,Avalanche,1204593494.0
2024-02-25,Avalanche,1198973528.0
2024-02-26,Avalanche,1197555478.0
2024-02-27,Avalanche,1228014862.0
2024-02-28,Avalanche,1270109301.0
2024-02-29,Avalanche,1292693814.0
2024-03-01,Avalanche,1323031037.0
2024-03-02,Avalanche,1319299580.0
2024-03-03,Avalanche,1314388845.0
2024-03-04,Avalanche,1320535136.0
2024-03-05,Avalanche,1226049291.0
2024-03-06,Avalanche,1234065409.0
2024-03-07,Avalanche,1248700066.0
2024-03-08,Avalanche,1253989840.0
2024-03-09,Avalanche,1296350459.0
2024-03-10,Avalanche,1292886887.0
2024-03-11,Avalanche,1280155777.0
2024-03-12,Avalanche,1309717259.0
2024-03-13,Avalanche,1351424643.0
2024-03-14,Avalanche,1353166848.0
2024-03-15,Avalanche,1354839323.0
2024-03-16,Avalanche,1351598679.0
2024-03-17,Avalanche,1340019260.0
2024-03-18,Avalanche,1336204283.0
2024-03-19,Avalanche,1367904046.0
2024-03-20,Avalanche,1391973563.0
2024-03-21,Avalanche,1382675843.0
2024-03-22,Avalanche,1372724972.0
2024-03-23,Avalanche,1374232807.0
2024-03-24,Avalanche,1369760925.0
2024-03-25,Avalanche,1361898633.0
2024-03-26,Avalanche,1411733415.0
2024-03-27,Avalanche,1448392609.0
2024-03-28,Avalanche,1528114188.0
2024-03-29,Avalanche,1543918219.0
2024-03-30,Avalanche,1570037883.0
2024-03-31,Avalanche,1574534221.0
2024-04-01,Avalanche,1571069313.0
2024-04-02,Avalanche,1565263208.0
2024-04-03,Avalanche,1630541125.0
2024-04-04,Avalanche,1689617120.0
2024-04-05,Avalanche,1702737170.0
2024-04-06,Avalanche,1745860005.0
2024-04-07,Avalanche,1736162294.0
2024-04-08,Avalanche,1733551620.0
2024-04-09,Avalanche,1721157394.0
2024-04-10,Avalanche,1719648258.0
2024-04-11,Avalanche,1722265505.0
2024-04-12,Avalanche,1716495843.0
2024-04-13,Avalanche,1732442674.0
2024-04-14,Avalanche,1725703645.0
2024-04-15,Avalanche,1714484681.0
2024-04-16,Avalanche,1737791905.0
2024-04-17,Avalanche,1749758306.0
2024-04-18,Avalanche,1770644092.0
2024-04-19,Avalanche,1787500505.0
2024-04-20,Avalanche,1787223380.0
2024-04-21,Avalanche,1782754115.0
2024-04-22,Avalanche,1764715071.0
2024-04-23,Avalanche,1786583085.0
2024-04-24,Avalanche,1838022922.0
2024-04-25,Avalanche,1841705251.0
2024-04-26,Avalanche,1838491717.0
2024-04-27,Avalanche,1835874340.0
2024-04-28,Avalanche,1848376792.0
2024-04-29,Avalanche,1858748633.0
2024-04-30,Avalanche,1887019863.0
2024-05-01,Avalanche,1904856306.0
2024-05-02,Avalanche,1900525171.0
2024-05-03,Avalanche,1924450028.0
2024-05-04,Avalanche,1927195463.0
2024-05-05,Avalanche,1930568946.0
2024-05-06,Avalanche,1927391791.0
2024-05-07,Avalanche,1938127137.0
2024-05-08,Avalanche,1989594074.0
2024-05-09,Avalanche,1972549666.0
2024-05-10,Avalanche,2021376255.0
2024-05-11,Avalanche,2012273243.0
2024-05-12,Avalanche,2009892226.0
2024-05-13,Avalanche,2018219667.0
2024-05-14,Avalanche,2035984268.0
2024-05-15,Avalanche,2049720691.0
2024-05-16,Avalanche,2112169833.0
2024-05-17,Avalanche,2119127078.0
2024-05-18,Avalanche,2067811833.0
2024-05-19,Avalanche,2018664917.0
2024-05-20,Avalanche,2017532052.0
2024-05-21,Avalanche,2031623059.0
2024-05-22,Avalanche,2035677522.0
2024-05-23,Avalanche,2083439196.0
2024-05-24,Avalanche,2061590052.0
2024-05-25,Avalanche,2122341538.0
2024-05-26,Avalanche,2129421954.0
2024-05-27,Avalanche,2135072843.0
2024-05-28,Avalanche,2110181151.0
2024-05-29,Avalanche,2056401618.0
2024-05-30,Avalanche,1910385429.0
2024-05-31,Avalanche,1903505989.0
2024-06-01,Avalanche,1900260125.0
2024-06-02,Avalanche,1902942504.0
2024-06-03,Avalanche,1900340041.0
2024-06-04,Avalanche,1893398877.0
2024-06-05,Avalanche,1922944660.0
2024-06-06,Avalanche,1960442940.0
2024-06-07,Avalanche,1942055421.0
2024-06-08,Avalanche,1932349560.0
2024-06-09,Avalanche,1943562899.0
2024-06-10,Avalanche,1948758754.0
2024-06-11,Avalanche,1979261660.0
2024-06-12,Avalanche,1989103962.0
2024-06-13,Avalanche,1987742540.0
2024-06-14,Avalanche,1999490082.0
2024-06-15,Avalanche,2010342956.0
2024-06-16,Avalanche,2019677591.0
2024-06-17,Avalanche,2028442104.0
2024-06-18,Avalanche,2040461753.0
2024-06-19,Avalanche,2046683531.0
2024-06-20,Avalanche,2012718652.0
2024-06-21,Avalanche,2022590648.0
2024-06-22,Avalanche,1992501514.0
2024-06-23,Avalanche,1999972051.0
2024-06-24,Avalanche,2007445924.0
2024-06-25,Avalanche,1826859565.0
2024-06-26,Avalanche,1842318729.0
2024-06-27,Avalanche,1662175415.0
2024-06-28,Avalanche,1674045840.0
2024-06-29,Avalanche,1679166596.0
2024-06-30,Avalanche,1698039447.0
2024-07-01,Avalanche,1694416701.0
2024-07-02,Avalanche,1726803971.0
2024-07-03,Avalanche,1736436763.0
2024-07-04,Avalanche,1765033463.0
2024-07-05,Avalanche,1766548376.0
2024-07-06,Avalanche,1795641216.0
2024-07-07,Avalanche,1801107002.0
2024-07-08,Avalanche,1799415725.0
2024-07-09,Avalanche,1801764411.0
2024-07-10,Avalanche,1714914924.0
2024-07-11,Avalanche,1752633956.0
2024-07-12,Avalanche,1816552863.0
2024-07-13,Avalanche,1898118402.0
2024-07-14,Avalanche,1891341384.0
2024-07-15,Avalanche,1876373169.0
2024-07-16,Avalanche,1883286990.0
2024-07-17,Avalanche,1944476304.0
2024-07-18,Avalanche,1926762338.0
2024-07-19,Avalanche,1957476596.0
2024-07-20,Avalanche,1956158171.0
2024-07-21,Avalanche,1959755279.0
2024-07-22,Avalanche,1961447912.0
2024-07-23,Avalanche,2003333559.0
2024-07-24,Avalanche,2065020648.0
2024-07-25,Avalanche,2046646276.0
2024-07-26,Avalanche,2036584019.0
2024-07-27,Avalanche,2015219204.0
2024-07-28,Avalanche,2020843423.0
2024-07-29,Avalanche,2004727229.0
2024-07-30,Avalanche,2000771713.0
2024-07-31,Avalanche,2011993353.0
2024-08-01,Avalanche,1809173266.0
2024-08-02,Avalanche,1828355752.0
2024-08-03,Avalanche,1825513794.0
2024-08-04,Avalanche,1824210592.0
2024-08-05,Avalanche,1819804736.0
2024-08-06,Avalanche,1843719500.0
2024-08-07,Avalanche,1878410384.0
2024-08-08,Avalanche,1915629512.0
2024-08-09,Avalanche,1902550887.0
2024-08-10,Avalanche,1924669488.0
2024-08-11,Avalanche,1916436521.0
2024-08-12,Avalanche,1931546022.0
2024-08-13,Avalanche,1917584545.0
2024-08-14,Avalanche,1963400781.0
2024-08-15,Avalanche,1951224945.0
2024-08-16,Avalanche,1962983633.0
2024-08-17,Avalanche,1969580027.0
2024-08-18,Avalanche,1966323968.0
2024-08-19,Avalanche,1974020307.0
2024-08-20,Avalanche,1985100764.0
2024-08-21,Avalanche,2003098894.0
2024-08-22,Avalanche,2006202424.0
2024-08-23,Avalanche,2030623907.0
2024-08-24,Avalanche,2036228651.0
2024-08-25,Avalanche,2028349599.0
2024-08-26,Avalanche,2026667250.0
2024-08-27,Avalanche,2016922900.0
2024-08-28,Avalanche,2024576705.0
2024-08-29,Avalanche,2050542977.0
2024-08-30,Avalanche,2060970033.0
2024-08-31,Avalanche,2058769936.0
2024-09-01,Avalanche,2054546912.0
2024-09-02,Avalanche,2061321147.0
2024-09-03,Avalanche,2043567975.0
2024-09-04,Avalanche,2051761243.0
2024-09-05,Avalanche,2045600288.0
2024-09-06,Avalanche,2066100147.0
2024-09-07,Avalanche,2045273301.0
2024-09-08,Avalanche,2040638438.0
2024-09-09,Avalanche,2036759343.0
2024-09-10,Avalanche,2008764713.0
2024-09-11,Avalanche,1976375847.0
2024-09-12,Avalanche,1988148962.0
2024-09-13,Avalanche,2000393746.0
2024-09-14,Avalanche,2085075041.0
2024-09-15,Avalanche,2065588110.0
2024-09-16,Avalanche,2061982521.0
2024-09-17,Avalanche,2071048062.0
2024-09-18,Avalanche,2112907545.0
2024-09-19,Avalanche,2154046959.0
2024-09-20,Avalanche,2188109616.0
2024-09-21,Avalanche,2227795034.0
2024-09-22,Avalanche,2229856330.0
2024-09-23,Avalanche,2225384226.0
2024-09-24,Avalanche,2222392093.0
2024-09-25,Avalanche,2232033003.0
2024-09-26,Avalanche,2276239321.0
2024-09-27,Avalanche,2295145985.0
2024-09-28,Avalanche,2317641220.0
2024-09-29,Avalanche,2316771525.0
2024-09-30,Avalanche,2315575576.0
2024-10-01,Avalanche,2344121851.0
2024-10-02,Avalanche,2326640311.0
2024-10-03,Avalanche,2303411323.0
2024-10-04,Avalanche,2307503166.0
2024-10-05,Avalanche,2301920154.0
2024-10-06,Avalanche,2308481059.0
2024-10-07,Avalanche,2293653263.0
2024-10-08,Avalanche,2311901802.0
2024-10-09,Avalanche,2305398576.0
2024-10-10,Avalanche,2323791311.0
2024-10-11,Avalanche,2322287608.0
2024-10-12,Avalanche,2403890109.0
2024-10-13,Avalanche,2398261517.0
2024-10-14,Avalanche,2391277332.0
2024-10-15,Avalanche,2417451604.0
2024-10-16,Avalanche,2390359384.0
2024-10-17,Avalanche,2276038236.0
2024-10-18,Avalanche,2273643518.0
2024-10-19,Avalanche,2294750595.0
2024-10-20,Avalanche,2282051505.0
2024-10-21,Avalanche,2271013202.0
2024-10-22,Avalanche,2248285557.0
2024-10-23,Avalanche,2160386560.0
2024-10-24,Avalanche,2231316532.0
2024-10-25,Avalanche,2224046021.0
2024-10-26,Avalanche,2233432592.0
2024-10-27,Avalanche,2227320349.0
2024-10-28,Avalanche,2226244651.0
2024-10-29,Avalanche,2249181912.0
2024-10-30,Avalanche,2294261542.0
2024-10-31,Avalanche,2244010335.0
2024-11-01,Avalanche,2251440216.0
2024-11-02,Avalanche,2253422943.0
2024-11-03,Avalanche,2235935934.0
2024-11-04,Avalanche,2235821216.0
2024-11-05,Avalanche,2232377166.0
2024-11-06,Avalanche,2186578342.0
2024-11-07,Avalanche,1626842992.0
2024-11-08,Avalanche,1649386777.0
2024-11-09,Avalanche,1700959521.0
2024-11-10,Avalanche,1698408359.0
2024-11-11,Avalanche,1704442738.0
2024-11-12,Avalanche,1688829765.0
2024-11-13,Avalanche,1724698193.0
2024-11-14,Avalanche,1727068434.0
2024-11-15,Avalanche,1778849192.0
2024-11-16,Avalanche,1781261623.0
2024-11-17,Avalanche,1789976913.0
2024-11-18,Avalanche,1791618979.0
2024-11-19,Avalanche,1821467616.0
2024-11-20,Avalanche,1871493227.0
2024-11-21,Avalanche,1913159316.0
2024-11-22,Avalanche,1939703942.0
2024-11-23,Avalanche,1953136635.0
2024-11-24,Avalanche,1955815878.0
2024-11-25,Avalanche,1956264333.0
2024-11-26,Avalanche,1959617429.0
2024-11-27,Avalanche,2000319063.0
2024-11-28,Avalanche,2020806161.0
2024-11-29,Avalanche,1996935012.0
2024-11-30,Avalanche,2000376748.0
2024-12-01,Avalanche,2010131069.0
2024-12-02,Avalanche,2024288426.0
2024-12-03,Avalanche,2043598953.0
2024-12-04,Avalanche,2030895743.0
2024-12-05,Avalanche,2042479363.0
2024-12-06,Avalanche,2076276892.0
2024-12-07,Avalanche,2087701373.0
2024-12-08,Avalanche,2075502707.0
2024-12-09,Avalanche,2070040564.0
2024-12-10,Avalanche,2104853354.0
2024-12-11,Avalanche,2142938660.0
2024-12-12,Avalanche,2233065588.0
2024-12-13,Avalanche,2314800216.0
2024-12-14,Avalanche,2317629872.0
2024-12-15,Avalanche,2299166564.0
2024-12-16,Avalanche,2283522152.0
2024-12-17,Avalanche,2350163567.0
2024-12-18,Avalanche,2364881857.0
2024-12-19,Avalanche,2417169872.0
2024-12-20,Avalanche,2440907186.0
2024-12-21,Avalanche,2437173313.0
2024-12-22,Avalanche,2373640221.0
2024-12-23,Avalanche,2364724337.0
2024-12-24,Avalanche,2365586451.0
2024-12-25,Avalanche,2412095401.0
2024-12-26,Avalanche,2389886451.0
2024-12-27,Avalanche,2390487129.0
2024-12-28,Avalanche,2307671781.0
2024-12-29,Avalanche,2304661588.0
2024-12-30,Avalanche,2286479317.0
2024-12-31,Avalanche,2293241152.0
2025-01-01,Avalanche,2292384859.0
2025-01-02,Avalanche,2295350018.0
2025-01-03,Avalanche,2371917036.0
2025-01-04,Avalanche,2383853066.0
2025-01-05,Avalanche,2367907143.0
2025-01-06,Avalanche,2366785068.0
2025-01-07,Avalanche,1829708052.0
2025-01-08,Avalanche,1757947399.0
2025-01-09,Avalanche,1776702934.0
2025-01-10,Avalanche,1786296388.0
2025-01-11,Avalanche,1794262377.0
2025-01-12,Avalanche,1782995181.0
2025-01-13,Avalanche,1787420844.0
2025-01-14,Avalanche,1650209101.0
2025-01-15,Avalanche,1634432383.0
2025-01-16,Avalanche,1689041343.0
2025-01-17,Avalanche,1682293035.0
2025-01-18,Avalanche,1815405252.0
2025-01-19,Avalanche,1655614325.0
2025-01-20,Avalanche,1461694955.0
2025-01-21,Avalanche,1508346225.0
2025-01-22,Avalanche,1647201762.0
2025-01-23,Avalanche,1683033089.0
2025-01-24,Avalanche,1695215824.0
2025-01-25,Avalanche,1792315095.0
2025-01-26,Avalanche,1808925519.0
2025-01-27,Avalanche,1820534500.0
2025-01-28,Avalanche,1850073096.0
2025-01-29,Avalanche,1868887447.0
2025-01-30,Avalanche,1868472002.0
2025-01-31,Avalanche,1875253257.0
2025-02-01,Avalanche,1887423504.0
2025-02-02,Avalanche,1906136996.0
2025-02-03,Avalanche,1915889885.0
2025-02-04,Avalanche,2154751331.0
2025-02-05,Avalanche,2250601401.0
2025-02-06,Avalanche,2303209328.0
2025-02-07,Avalanche,2314799078.0
2025-02-08,Avalanche,2331795156.0
2025-02-09,Avalanche,2330962442.0
2025-02-10,Avalanche,2325917037.0
2025-02-11,Avalanche,2304818816.0
2025-02-12,Avalanche,2265409672.0
2025-02-13,Avalanche,2257388881.0
2025-02-14,Avalanche,2191438780.0
2025-02-15,Avalanche,2149788118.0
2025-02-16,Avalanche,2160111901.0
2025-02-17,Avalanche,2173894489.0
2025-02-18,Avalanche,2170654701.0
2025-02-19,Avalanche,2179877886.0
2025-02-20,Avalanche,1767020321.0
2025-02-21,Avalanche,1732669651.0
2025-02-22,Avalanche,1707439681.0
2025-02-23,Avalanche,1689154001.0
2025-02-24,Avalanche,1666943941.0
2025-02-25,Avalanche,1677704856.0
2025-02-26,Avalanche,1714962059.0
2025-02-27,Avalanche,1697266921.0
2025-02-28,Avalanche,1698484534.0
2025-03-01,Avalanche,1681277321.0
2025-03-02,Avalanche,1676470242.0
2025-03-03,Avalanche,1660861858.0
2025-03-04,Avalanche,1672562748.0
2025-03-05,Avalanche,1676069244.0
2025-03-06,Avalanche,1677069892.0
2025-03-07,Avalanche,1724443605.0
2025-03-08,Avalanche,1788999537.0
2025-03-09,Avalanche,1828174273.0
2025-03-10,Avalanche,1827882714.0
2025-03-11,Avalanche,1848449968.0
2025-03-12,Avalanche,1840922042.0
2025-03-13,Avalanche,1718218304.0
2025-03-14,Avalanche,1713614370.0
2025-03-15,Avalanche,1781299337.0
2025-03-16,Avalanche,1769243468.0
2025-03-17,Avalanche,1769035412.0
2025-03-18,Avalanche,1790659182.0
2025-03-19,Avalanche,1797821101.0
2025-03-20,Avalanche,1871480738.0
2025-03-21,Avalanche,1865642237.0
2025-03-22,Avalanche,1892679967.0
2025-03-23,Avalanche,1882604285.0
2025-03-24,Avalanche,1876030715.0
2025-03-25,Avalanche,1971183108.0
2025-03-26,Avalanche,1906039996.0
2025-03-27,Avalanche,1925519315.0
2025-03-28,Avalanche,1925923194.0
2025-03-29,Avalanche,1949259470.0
2025-03-30,Avalanche,1948263931.0
2025-03-31,Avalanche,1931258191.0
2025-04-01,Avalanche,1914987946.0
2025-04-02,Avalanche,1923515052.0
2025-04-03,Avalanche,1965155585.0
2025-04-04,Avalanche,1921342062.0
2025-04-05,Avalanche,1930155573.0
2025-04-06,Avalanche,1925948935.0
2025-04-07,Avalanche,1928668827.0
2025-04-08,Avalanche,1952078117.0
2025-04-09,Avalanche,1612602361.0
2025-04-10,Avalanche,1644845591.0
2025-04-11,Avalanche,1679357567.0
2025-04-12,Avalanche,1712757433.0
2025-04-13,Avalanche,1708356010.0
2025-04-14,Avalanche,1713353389.0
2025-04-15,Avalanche,1735445328.0
2025-04-16,Avalanche,1743888633.0
2025-04-17,Avalanche,1695094986.0
2025-04-18,Avalanche,1733730202.0
2025-04-19,Avalanche,1760702600.0
2025-04-20,Avalanche,1757776800.0
2025-04-21,Avalanche,1744217274.0
2025-04-22,Avalanche,1723378839.0
2025-04-23,Avalanche,1719392476.0
2025-04-24,Avalanche,1704274041.0
2025-04-25,Avalanche,1700620471.0
2025-04-26,Avalanche,1699010384.0
2025-04-27,Avalanche,1688555970.0
2025-04-28,Avalanche,1679357661.0
2025-04-29,Avalanche,1695979493.0
2025-04-30,Avalanche,1698880189.0
2025-05-01,Avalanche,1670855886.0
2025-05-02,Avalanche,1829197002.0
2025-05-03,Avalanche,1861436680.0
2025-05-04,Avalanche,1765794068.0
2025-05-05,Avalanche,1811725545.0
2025-05-06,Avalanche,1813529756.0
2025-05-07,Avalanche,1825690084.0
2025-05-08,Avalanche,1876125376.0
2025-05-09,Avalanche,1822371734.0
2025-05-10,Avalanche,1836192269.0
2025-05-11,Avalanche,1819785003.0
2025-05-12,Avalanche,1714097183.0
2025-05-13,Avalanche,1725059420.0
2025-05-14,Avalanche,1756954660.0
2025-05-15,Avalanche,1776177746.0
2025-05-16,Avalanche,1779503812.0
2025-05-17,Avalanche,1774439933.0
2025-05-18,Avalanche,1759616776.0
2025-05-19,Avalanche,1756194934.0
2025-05-20,Avalanche,1789430222.0
2025-05-21,Avalanche,1805580728.0
2025-05-22,Avalanche,1784664012.0
2025-05-23,Avalanche,1816194460.0
2025-05-24,Avalanche,1837381000.0
2025-05-25,Avalanche,1839610135.0
2025-05-26,Avalanche,1821263746.0
2025-05-27,Avalanche,1819622263.0
2025-05-28,Avalanche,1822328509.0
2025-05-29,Avalanche,1840082386.0
2025-05-30,Avalanche,1851450332.0
2025-05-31,Avalanche,1873357683.0
2025-06-01,Avalanche,1856190466.0
2025-06-02,Avalanche,1852671961.0
2025-06-03,Avalanche,1932713839.0
2025-06-04,Avalanche,1975370140.0
2025-06-05,Avalanche,2038292873.0
2025-06-06,Avalanche,2051494186.0
2025-06-07,Avalanche,2075168546.0
2025-06-08,Avalanche,2074615306.0
2025-06-09,Avalanche,2074005320.0
2025-06-10,Avalanche,1710346226.0
2025-06-11,Avalanche,1747792244.0
2025-06-12,Avalanche,1782207322.0
2025-06-13,Avalanche,1777537675.0
2025-06-14,Avalanche,1312284468.0
2025-06-15,Avalanche,1308345867.0
2025-06-16,Avalanche,1307636282.0
2025-06-17,Avalanche,1282082998.0
2025-06-18,Avalanche,1207289885.0
2025-06-19,Avalanche,1230183688.0
2025-06-20,Avalanche,1207987813.0
2025-06-21,Avalanche,1217797845.0
2025-06-22,Avalanche,1195403337.0
2025-06-23,Avalanche,1181292896.0
2025-06-24,Avalanche,1180360038.0
2025-06-25,Avalanche,1263363009.0
2025-06-26,Avalanche,1286244695.0
2025-06-27,Avalanche,1398712348.0
2025-06-28,Avalanche,1390858355.0
