date,chain,fees_usd
2024-11-09,ethereum,38025430.0
2024-11-10,ethereum,34217372.0
2024-11-11,ethereum,36407260.0
2024-11-12,ethereum,38673161.0
2024-11-13,ethereum,39561756.0
2024-11-14,ethereum,44377851.0
2024-11-15,ethereum,31972549.0
2024-11-16,ethereum,31053535.0
2024-11-17,ethereum,30638963.0
2024-11-18,ethereum,34395525.0
2024-11-19,ethereum,34984060.0
2024-11-20,ethereum,36610445.0
2024-11-21,ethereum,47343684.0
2024-11-22,ethereum,38581874.0
2024-11-23,ethereum,38725827.0
2024-11-24,ethereum,35672172.0
2024-11-25,ethereum,37105779.0
2024-11-26,ethereum,38409558.0
2024-11-27,ethereum,37910221.0
2024-11-28,ethereum,54710013.0
2024-11-29,ethereum,34573643.0
2024-11-30,ethereum,35778158.0
2024-12-01,ethereum,36284392.0
2024-12-02,ethereum,41680384.0
2024-12-03,ethereum,44038551.0
2024-12-04,ethereum,42778799.0
2024-12-05,ethereum,64258479.0
2024-12-06,ethereum,44310916.0
2024-12-07,ethereum,41562592.0
2024-12-08,ethereum,39098960.0
2024-12-09,ethereum,47988266.0
2024-12-10,ethereum,46322874.0
2024-12-11,ethereum,42934064.0
2024-12-12,ethereum,68662373.0
2024-12-13,ethereum,45129424.0
2024-12-14,ethereum,40041375.0
2024-12-15,ethereum,50395249.0
2024-12-16,ethereum,42826801.0
2024-12-17,ethereum,42144371.0
2024-12-18,ethereum,47061645.0
2024-12-19,ethereum,57359327.0
2024-12-20,ethereum,54300004.0
2024-12-21,ethereum,41147602.0
2024-12-22,ethereum,37621808.0
2024-12-23,ethereum,40786350.0
2024-12-24,ethereum,41254715.0
2024-12-25,ethereum,37347088.0
2024-12-26,ethereum,47444115.0
2024-12-27,ethereum,41876916.0
2024-12-28,ethereum,37118653.0
2024-12-29,ethereum,36654186.0
2024-12-30,ethereum,40535252.0
2024-12-31,ethereum,41215947.0
2025-01-01,ethereum,39526159.0
2025-01-02,ethereum,47901279.0
2025-01-03,ethereum,39922090.0
2025-01-04,ethereum,38340961.0
2025-01-05,ethereum,38082885.0
2025-01-06,ethereum,41467722.0
2025-01-07,ethereum,45792073.0
2025-01-08,ethereum,46138414.0
2025-01-09,ethereum,50781801.0
2025-01-10,ethereum,40311382.0
2025-01-11,ethereum,40202548.0
2025-01-12,ethereum,37398422.0
2025-01-13,ethereum,41419981.0
2025-01-14,ethereum,38476281.0
2025-01-15,ethereum,39488500.0
2025-01-16,ethereum,48169605.0
2025-01-17,ethereum,39605816.0
2025-01-18,ethereum,40883561.0
2025-01-19,ethereum,45657771.0
2025-01-20,ethereum,47392331.0
2025-01-21,ethereum,43044675.0
2025-01-22,ethereum,40753241.0
2025-01-23,ethereum,53517648.0
2025-01-24,ethereum,44359545.0
2025-01-25,ethereum,37941024.0
2025-01-26,ethereum,38098456.0
2025-01-27,ethereum,42527059.0
2025-01-28,ethereum,40143636.0
2025-01-29,ethereum,39373890.0
2025-01-30,ethereum,51562344.0
2025-01-31,ethereum,39661386.0
2025-02-01,ethereum,37320905.0
2025-02-02,ethereum,40633532.0
2025-02-03,ethereum,64812930.0
2025-02-04,ethereum,42292084.0
2025-02-05,ethereum,47790119.0
2025-02-06,ethereum,44301028.0
2025-02-07,ethereum,37645831.0
2025-02-08,ethereum,35120160.0
2025-02-09,ethereum,35655212.0
2025-02-10,ethereum,36946555.0
2025-02-11,ethereum,36621454.0
2025-02-12,ethereum,38454147.0
2025-02-13,ethereum,43729682.0
2025-02-14,ethereum,36563698.0
2025-02-15,ethereum,34325353.0
2025-02-16,ethereum,34202032.0
2025-02-17,ethereum,38524405.0
2025-02-18,ethereum,37579883.0
2025-02-19,ethereum,36161060.0
2025-02-20,ethereum,43262365.0
2025-02-21,ethereum,38484843.0
2025-02-22,ethereum,36144390.0
2025-02-23,ethereum,39857916.0
2025-02-24,ethereum,37728746.0
2025-02-25,ethereum,43218853.0
2025-02-26,ethereum,41396699.0
2025-02-27,ethereum,45587990.0
2025-02-28,ethereum,42414150.0
2025-03-01,ethereum,36781180.0
2025-03-02,ethereum,36746640.0
2025-03-03,ethereum,37008421.0
2025-03-04,ethereum,39456089.0
2025-03-05,ethereum,36193178.0
2025-03-06,ethereum,40352864.0
2025-03-07,ethereum,36685231.0
2025-03-08,ethereum,34355894.0
2025-03-09,ethereum,35348775.0
2025-03-10,ethereum,39988295.0
2025-03-11,ethereum,38023269.0
2025-03-12,ethereum,36112214.0
2025-03-13,ethereum,38035650.0
2025-03-14,ethereum,33526782.0
2025-03-15,ethereum,32129618.0
2025-03-16,ethereum,32618489.0
2025-03-17,ethereum,33189269.0
2025-03-18,ethereum,32930202.0
2025-03-19,ethereum,34923675.0
2025-03-20,ethereum,36396091.0
2025-03-21,ethereum,32842181.0
2025-03-22,ethereum,31468404.0
2025-03-23,ethereum,31680255.0
2025-03-24,ethereum,32814760.0
2025-03-25,ethereum,32622710.0
2025-03-26,ethereum,34681110.0
2025-03-27,ethereum,38100878.0
2025-03-28,ethereum,34264123.0
2025-03-29,ethereum,32392339.0
2025-03-30,ethereum,31686607.0
2025-03-31,ethereum,34865252.0
2025-04-01,ethereum,32998366.0
2025-04-02,ethereum,33113543.0
2025-04-03,ethereum,37717523.0
2025-04-04,ethereum,36879751.0
2025-04-05,ethereum,34738413.0
2025-04-06,ethereum,36303283.0
2025-04-07,ethereum,48357064.0
2025-04-08,ethereum,34922741.0
2025-04-09,ethereum,35258216.0
2025-04-10,ethereum,33498435.0
2025-04-11,ethereum,34510044.0
2025-04-12,ethereum,40326498.0
2025-04-13,ethereum,33037029.0
2025-04-14,ethereum,33899618.0
2025-04-15,ethereum,32364011.0
2025-04-16,ethereum,31769739.0
2025-04-17,ethereum,34289799.0
2025-04-18,ethereum,31337687.0
2025-04-19,ethereum,31316899.0
2025-04-20,ethereum,30813683.0
2025-04-21,ethereum,32653308.0
2025-04-22,ethereum,33601672.0
2025-04-23,ethereum,35715714.0
2025-04-24,ethereum,36192889.0
2025-04-25,ethereum,34112568.0
2025-04-26,ethereum,32660070.0
2025-04-27,ethereum,32168650.0
2025-04-28,ethereum,33791988.0
2025-04-29,ethereum,34026496.0
2025-04-30,ethereum,34172672.0
2025-05-01,ethereum,35964156.0
2025-05-02,ethereum,33211449.0
2025-05-03,ethereum,32478319.0
2025-05-04,ethereum,32677089.0
2025-05-05,ethereum,33927111.0
2025-05-06,ethereum,34302475.0
2025-05-07,ethereum,33810792.0
2025-05-08,ethereum,39371677.0
2025-05-09,ethereum,39184921.0
2025-05-10,ethereum,36981529.0
2025-05-11,ethereum,37315984.0
2025-05-12,ethereum,38496240.0
2025-05-13,ethereum,37922220.0
2025-05-14,ethereum,39107149.0
2025-05-15,ethereum,43200574.0
2025-05-16,ethereum,37393536.0
2025-05-17,ethereum,35596721.0
2025-05-18,ethereum,36917171.0
2025-05-19,ethereum,38387081.0
2025-05-20,ethereum,37535386.0
2025-05-21,ethereum,39625520.0
2025-05-22,ethereum,44191855.0
2025-05-23,ethereum,39373890.0
2025-05-24,ethereum,35973108.0
2025-05-25,ethereum,35939903.0
2025-05-26,ethereum,36035139.0
2025-05-27,ethereum,39745547.0
2025-05-28,ethereum,38298546.0
2025-05-29,ethereum,45861701.0
2025-05-30,ethereum,38787872.0
2025-05-31,ethereum,35680378.0
2025-06-01,ethereum,35655931.0
2025-06-02,ethereum,37668594.0
2025-06-03,ethereum,37739180.0
2025-06-04,ethereum,38036424.0
2025-06-05,ethereum,45524942.0
2025-06-06,ethereum,37433748.0
2025-06-07,ethereum,35978042.0
2025-06-08,ethereum,35174459.0
2025-06-09,ethereum,39148245.0
2025-06-10,ethereum,40922296.0
2025-06-11,ethereum,38804740.0
2025-06-12,ethereum,43573074.0
2025-06-13,ethereum,40125479.0
2025-06-14,ethereum,36553091.0
2025-06-15,ethereum,35627774.0
2025-06-16,ethereum,38180864.0
2025-06-17,ethereum,40488739.0
2025-06-18,ethereum,38229104.0
2025-06-19,ethereum,42635268.0
2025-06-20,ethereum,40413576.0
2025-06-21,ethereum,37514144.0
2025-06-22,ethereum,38368875.0
2025-06-23,ethereum,38985307.0
2025-06-24,ethereum,38896596.0
2025-06-25,ethereum,38022088.0
2025-06-26,ethereum,42140084.0
2025-06-27,ethereum,37265276.0
2025-06-28,ethereum,36080850.0
2025-06-29,ethereum,36853411.0
2025-06-30,ethereum,37974152.0
2025-07-01,ethereum,36689465.0
2025-07-02,ethereum,38223907.0
2025-07-03,ethereum,41287091.0
2025-07-04,ethereum,37149778.0
2025-07-05,ethereum,37135961.0
2025-07-06,ethereum,36784478.0
2025-07-07,ethereum,36833064.0
2025-07-08,ethereum,37786262.0
2025-07-09,ethereum,39920205.0
2025-07-10,ethereum,45415629.0
2025-07-11,ethereum,41974302.0
2025-07-12,ethereum,39342105.0
2025-07-13,ethereum,38766518.0
2025-07-14,ethereum,41251025.0
2025-07-15,ethereum,42406131.0
2025-07-16,ethereum,44681024.0
2025-07-17,ethereum,51350326.0
2025-07-18,ethereum,45474318.0
2025-07-19,ethereum,41424535.0
2025-07-20,ethereum,49777669.0
2025-07-21,ethereum,45298758.0
2025-07-22,ethereum,45776768.0
2025-07-23,ethereum,43903718.0
2025-07-24,ethereum,54637421.0
2025-07-25,ethereum,44377714.0
2025-07-26,ethereum,41951026.0
2025-07-27,ethereum,42450095.0
2025-07-28,ethereum,44431015.0
2025-07-29,ethereum,45673318.0
2025-07-30,ethereum,45081368.0
2025-07-31,ethereum,59308865.0
2025-08-01,ethereum,44340700.0
2025-08-02,ethereum,44466884.0
2025-08-03,ethereum,41554983.0
2025-08-04,ethereum,44590897.0
2025-08-05,ethereum,44645223.0
2025-08-06,ethereum,44011809.0
2025-08-07,ethereum,53559729.0
2025-08-08,ethereum,44807596.0
2025-08-09,ethereum,45278503.0
2025-08-10,ethereum,44103879.0
2025-08-11,ethereum,46442729.0
2025-08-12,ethereum,47487446.0
2025-08-13,ethereum,51660231.0
2025-08-14,ethereum,67703329.0
2025-08-15,ethereum,49449084.0
2025-08-16,ethereum,47948801.0
2025-08-17,ethereum,48128377.0
2025-08-18,ethereum,49968733.0
2025-08-19,ethereum,49075256.0
2025-08-20,ethereum,49102358.0
2025-08-21,ethereum,62304082.0
2025-08-22,ethereum,50387827.0
2025-08-23,ethereum,47154894.0
2025-08-24,ethereum,48067842.0
2025-08-25,ethereum,51041472.0
2025-08-26,ethereum,48437301.0
2025-08-27,ethereum,47905220.0
2025-08-28,ethereum,62081730.0
2025-08-29,ethereum,48166825.0
2025-08-30,ethereum,44615632.0
2025-08-31,ethereum,45974879.0
2025-09-01,ethereum,49530826.0
2025-09-02,ethereum,47648272.0
2025-09-03,ethereum,47603167.0
2025-09-04,ethereum,59395115.0
2025-09-05,ethereum,48235301.0
2025-09-06,ethereum,45065899.0
2025-09-07,ethereum,43764471.0
2025-09-08,ethereum,47132715.0
2025-09-09,ethereum,48619498.0
2025-09-10,ethereum,46900811.0
2025-09-11,ethereum,65176079.0
2025-09-12,ethereum,48506987.0
2025-09-13,ethereum,47146105.0
2025-09-14,ethereum,47294146.0
2025-09-15,ethereum,50430943.0
2025-09-16,ethereum,47001900.0
2025-09-17,ethereum,53312347.0
2025-09-18,ethereum,64320556.0
2025-09-19,ethereum,53168639.0
2025-09-20,ethereum,45422729.0
2025-09-21,ethereum,45611173.0
2025-09-22,ethereum,50110980.0
2025-09-23,ethereum,49236732.0
2025-09-24,ethereum,58105983.0
2025-09-25,ethereum,60901976.0
2025-09-26,ethereum,48848504.0
2025-09-27,ethereum,47186507.0
2025-09-28,ethereum,48011729.0
2025-09-29,ethereum,52208544.0
2025-09-30,ethereum,49130534.0
2025-10-01,ethereum,49369821.0
2025-10-02,ethereum,61123339.0
2025-10-03,ethereum,49543221.0
2025-10-04,ethereum,50652593.0
2025-10-05,ethereum,48257566.0
2025-10-06,ethereum,53852873.0
2025-10-07,ethereum,58248489.0
2025-10-08,ethereum,61881498.0
2025-10-09,ethereum,76730640.0
2025-10-10,ethereum,89914775.0
2025-10-11,ethereum,56718110.0
2025-10-12,ethereum,57582065.0
2025-10-13,ethereum,57802020.0
2025-10-14,ethereum,56147668.0
2025-10-15,ethereum,54024846.0
2025-10-16,ethereum,57620654.0
2025-10-17,ethereum,53997501.0
2025-10-18,ethereum,52118408.0
2025-10-19,ethereum,53921946.0
2025-10-20,ethereum,50733444.0
2025-10-21,ethereum,52501933.0
2025-10-22,ethereum,51815286.0
2025-10-23,ethereum,57931202.0
2025-10-24,ethereum,50659771.0
2025-10-25,ethereum,51041943.0
2025-10-26,ethereum,49829535.0
2025-10-27,ethereum,49417645.0
2025-10-28,ethereum,48780297.0
2025-10-29,ethereum,50177613.0
2025-10-30,ethereum,57325430.0
2025-10-31,ethereum,50504641.0
2025-11-01,ethereum,48877501.0
2025-11-02,ethereum,48363048.0
2025-11-03,ethereum,51298788.0
2025-11-04,ethereum,57344342.0
2025-11-05,ethereum,56863932.0
2021-11-12,optimism,13884.0
2021-11-13,optimism,12003.0
2021-11-14,optimism,13702.0
2021-11-15,optimism,14539.0
2021-11-16,optimism,24658.0
2021-11-17,optimism,30711.0
2021-11-18,optimism,30535.0
2021-11-19,optimism,41194.0
2021-11-20,optimism,18999.0
2021-11-21,optimism,13478.0
2021-11-22,optimism,30632.0
2021-11-23,optimism,29550.0
2021-11-24,optimism,23692.0
2021-11-25,optimism,16507.0
2021-11-26,optimism,28077.0
2021-11-27,optimism,10017.0
2021-11-28,optimism,18606.0
2021-11-29,optimism,20124.0
2021-11-30,optimism,24596.0
2021-12-01,optimism,18163.0
2021-12-02,optimism,21638.0
2021-12-03,optimism,17790.0
2021-12-04,optimism,29867.0
2021-12-05,optimism,14652.0
2021-12-06,optimism,25062.0
2021-12-07,optimism,17451.0
2021-12-08,optimism,21867.0
2021-12-09,optimism,23093.0
2021-12-10,optimism,36966.0
2021-12-11,optimism,15179.0
2021-12-12,optimism,10765.0
2021-12-13,optimism,24069.0
2021-12-14,optimism,68089.0
2021-12-15,optimism,34056.0
2021-12-16,optimism,35608.0
2021-12-17,optimism,26725.0
2021-12-18,optimism,33362.0
2021-12-19,optimism,21686.0
2021-12-20,optimism,21727.0
2021-12-21,optimism,13845.0
2021-12-22,optimism,14035.0
2021-12-23,optimism,18712.0
2021-12-24,optimism,17182.0
2021-12-25,optimism,20058.0
2021-12-26,optimism,36339.0
2021-12-27,optimism,28073.0
2021-12-28,optimism,23978.0
2021-12-29,optimism,11529.0
2021-12-30,optimism,11899.0
2021-12-31,optimism,16842.0
2022-01-01,optimism,10205.0
2022-01-02,optimism,10455.0
2022-01-03,optimism,10828.0
2022-01-04,optimism,14327.0
2022-01-05,optimism,61832.0
2022-01-06,optimism,37310.0
2022-01-07,optimism,52997.0
2022-01-08,optimism,28932.0
2022-01-09,optimism,17813.0
2022-01-10,optimism,23942.0
2022-01-11,optimism,14452.0
2022-01-12,optimism,14326.0
2022-01-13,optimism,14358.0
2022-01-14,optimism,22577.0
2022-01-15,optimism,16109.0
2022-01-16,optimism,19816.0
2022-01-17,optimism,18680.0
2022-01-18,optimism,36918.0
2022-01-19,optimism,38409.0
2022-01-20,optimism,29834.0
2022-01-21,optimism,72681.0
2022-01-22,optimism,34938.0
2022-01-23,optimism,21229.0
2022-01-24,optimism,36552.0
2022-01-25,optimism,27617.0
2022-01-26,optimism,32782.0
2022-01-27,optimism,17087.0
2022-01-28,optimism,40810.0
2022-01-29,optimism,9959.0
2022-01-30,optimism,8808.0
2022-01-31,optimism,15630.0
2022-02-01,optimism,14729.0
2022-02-02,optimism,18886.0
2022-02-03,optimism,10547.0
2022-02-04,optimism,47896.0
2022-02-05,optimism,12597.0
2022-02-06,optimism,8897.0
2022-02-07,optimism,30111.0
2022-02-08,optimism,18684.0
2022-02-09,optimism,16251.0
2022-02-10,optimism,26239.0
2022-02-11,optimism,32283.0
2022-02-12,optimism,12522.0
2022-02-13,optimism,14253.0
2022-02-14,optimism,17027.0
2022-02-15,optimism,18218.0
2022-02-16,optimism,14403.0
2022-02-17,optimism,13794.0
2022-02-18,optimism,12643.0
2022-02-19,optimism,8980.0
2022-02-20,optimism,13896.0
2022-02-21,optimism,21615.0
2022-02-22,optimism,17351.0
2022-02-23,optimism,14577.0
2022-02-24,optimism,37862.0
2022-02-25,optimism,42579.0
2022-02-26,optimism,12411.0
2022-02-27,optimism,22701.0
2022-02-28,optimism,23517.0
2022-03-01,optimism,21718.0
2022-03-02,optimism,17134.0
2022-03-03,optimism,12951.0
2022-03-04,optimism,23592.0
2022-03-05,optimism,9003.0
2022-03-06,optimism,11236.0
2022-03-07,optimism,18150.0
2022-03-08,optimism,18762.0
2022-03-09,optimism,19593.0
2022-03-10,optimism,15435.0
2022-03-11,optimism,16119.0
2022-03-12,optimism,7691.0
2022-03-13,optimism,11202.0
2022-03-14,optimism,14326.0
2022-03-15,optimism,17236.0
2022-03-16,optimism,28962.0
2022-03-17,optimism,17816.0
2022-03-18,optimism,22278.0
2022-03-19,optimism,18394.0
2022-03-20,optimism,9683.0
2022-03-21,optimism,10920.0
2022-03-22,optimism,12174.0
2022-03-23,optimism,15154.0
2022-03-24,optimism,16651.0
2022-03-25,optimism,16667.0
2022-03-26,optimism,6442.0
2022-03-27,optimism,53460.0
2022-03-28,optimism,49003.0
2022-03-29,optimism,23163.0
2022-03-30,optimism,18008.0
2022-03-31,optimism,40386.0
2022-04-01,optimism,31466.0
2022-04-02,optimism,17058.0
2022-04-03,optimism,21240.0
2022-04-04,optimism,19700.0
2022-04-05,optimism,18978.0
2022-04-06,optimism,27410.0
2022-04-07,optimism,13073.0
2022-04-08,optimism,13892.0
2022-04-09,optimism,5853.0
2022-04-10,optimism,10565.0
2022-04-11,optimism,22576.0
2022-04-12,optimism,39683.0
2022-04-13,optimism,11837.0
2022-04-14,optimism,13023.0
2022-04-15,optimism,6459.0
2022-04-16,optimism,7138.0
2022-04-17,optimism,8367.0
2022-04-18,optimism,11381.0
2022-04-19,optimism,28527.0
2022-04-20,optimism,60026.0
2022-04-21,optimism,47106.0
2022-04-22,optimism,19898.0
2022-04-23,optimism,10692.0
2022-04-24,optimism,13053.0
2022-04-25,optimism,18875.0
2022-04-26,optimism,38777.0
2022-04-27,optimism,19134.0
2022-04-28,optimism,18039.0
2022-04-29,optimism,18003.0
2022-04-30,optimism,14036.0
2022-05-01,optimism,10375.0
2022-05-02,optimism,14679.0
2022-05-03,optimism,15592.0
2022-05-04,optimism,23768.0
2022-05-05,optimism,19875.0
2022-05-06,optimism,13348.0
2022-05-07,optimism,10117.0
2022-05-08,optimism,12254.0
2022-05-09,optimism,37183.0
2022-05-10,optimism,36715.0
2022-05-11,optimism,69562.0
2022-05-12,optimism,64206.0
2022-05-13,optimism,26846.0
2022-05-14,optimism,12405.0
2022-05-15,optimism,12985.0
2022-05-16,optimism,13669.0
2022-05-17,optimism,16946.0
2022-05-18,optimism,14685.0
2022-05-19,optimism,15906.0
2022-05-20,optimism,12012.0
2022-05-21,optimism,7157.0
2022-05-22,optimism,9078.0
2022-05-23,optimism,14470.0
2022-05-24,optimism,12729.0
2022-05-25,optimism,15441.0
2022-05-26,optimism,17101.0
2022-05-27,optimism,21699.0
2022-05-28,optimism,9011.0
2022-05-29,optimism,6249.0
2022-05-30,optimism,18971.0
2022-05-31,optimism,380171.0
2022-06-01,optimism,769534.0
2022-06-02,optimism,274358.0
2022-06-03,optimism,146703.0
2022-06-04,optimism,78421.0
2022-06-05,optimism,82918.0
2022-06-06,optimism,73361.0
2022-06-07,optimism,77514.0
2022-06-08,optimism,91078.0
2022-06-09,optimism,84534.0
2022-06-10,optimism,91835.0
2022-06-11,optimism,70584.0
2022-06-12,optimism,76179.0
2022-06-13,optimism,97149.0
2022-06-14,optimism,58608.0
2022-06-15,optimism,79874.0
2022-06-16,optimism,35795.0
2022-06-17,optimism,22049.0
2022-06-18,optimism,32724.0
2022-06-19,optimism,25878.0
2022-06-20,optimism,43609.0
2022-06-21,optimism,28416.0
2022-06-22,optimism,25794.0
2022-06-23,optimism,20666.0
2022-06-24,optimism,34278.0
2022-06-25,optimism,30888.0
2022-06-26,optimism,25480.0
2022-06-27,optimism,20340.0
2022-06-28,optimism,24448.0
2022-06-29,optimism,34522.0
2022-06-30,optimism,40485.0
2022-07-01,optimism,25154.0
2022-07-02,optimism,13530.0
2022-07-03,optimism,10433.0
2022-07-04,optimism,16710.0
2022-07-05,optimism,17124.0
2022-07-06,optimism,24988.0
2022-07-07,optimism,26194.0
2022-07-08,optimism,24652.0
2022-07-09,optimism,14045.0
2022-07-10,optimism,15600.0
2022-07-11,optimism,14767.0
2022-07-12,optimism,18894.0
2022-07-13,optimism,23916.0
2022-07-14,optimism,21528.0
2022-07-15,optimism,26591.0
2022-07-16,optimism,35927.0
2022-07-17,optimism,39800.0
2022-07-18,optimism,83178.0
2022-07-19,optimism,58628.0
2022-07-20,optimism,57253.0
2022-07-21,optimism,45849.0
2022-07-22,optimism,59859.0
2022-07-23,optimism,59914.0
2022-07-24,optimism,62413.0
2022-07-25,optimism,54326.0
2022-07-26,optimism,42846.0
2022-07-27,optimism,86387.0
2022-07-28,optimism,180357.0
2022-07-29,optimism,195196.0
2022-07-30,optimism,101060.0
2022-07-31,optimism,72427.0
2022-08-01,optimism,73112.0
2022-08-02,optimism,94601.0
2022-08-03,optimism,104264.0
2022-08-04,optimism,114175.0
2022-08-05,optimism,137485.0
2022-08-06,optimism,169568.0
2022-08-07,optimism,172979.0
2022-08-08,optimism,207366.0
2022-08-09,optimism,211122.0
2022-08-10,optimism,241275.0
2022-08-11,optimism,221360.0
2022-08-12,optimism,190267.0
2022-08-13,optimism,175691.0
2022-08-14,optimism,178096.0
2022-08-15,optimism,206296.0
2022-08-16,optimism,182710.0
2022-08-17,optimism,189739.0
2022-08-18,optimism,163972.0
2022-08-19,optimism,215161.0
2022-08-20,optimism,167971.0
2022-08-21,optimism,132982.0
2022-08-22,optimism,149473.0
2022-08-23,optimism,163516.0
2022-08-24,optimism,165946.0
2022-08-25,optimism,166879.0
2022-08-26,optimism,192006.0
2022-08-27,optimism,167695.0
2022-08-28,optimism,146983.0
2022-08-29,optimism,160421.0
2022-08-30,optimism,177718.0
2022-08-31,optimism,176874.0
2022-09-01,optimism,162585.0
2022-09-02,optimism,167078.0
2022-09-03,optimism,131619.0
2022-09-04,optimism,128183.0
2022-09-05,optimism,138045.0
2022-09-06,optimism,186161.0
2022-09-07,optimism,167243.0
2022-09-08,optimism,149567.0
2022-09-09,optimism,174940.0
2022-09-10,optimism,147579.0
2022-09-11,optimism,148632.0
2022-09-12,optimism,163996.0
2022-09-13,optimism,189852.0
2022-09-14,optimism,172529.0
2022-09-15,optimism,196570.0
2022-09-16,optimism,146653.0
2022-09-17,optimism,141025.0
2022-09-18,optimism,145754.0
2022-09-19,optimism,166865.0
2022-09-20,optimism,142255.0
2022-09-21,optimism,157147.0
2022-09-22,optimism,141824.0
2022-09-23,optimism,134312.0
2022-09-24,optimism,107226.0
2022-09-25,optimism,103381.0
2022-09-26,optimism,118464.0
2022-09-27,optimism,132084.0
2022-09-28,optimism,144098.0
2022-09-29,optimism,130243.0
2022-09-30,optimism,134497.0
2022-10-01,optimism,103034.0
2022-10-02,optimism,96201.0
2022-10-03,optimism,98760.0
2022-10-04,optimism,93897.0
2022-10-05,optimism,100607.0
2022-10-06,optimism,96607.0
2022-10-07,optimism,85261.0
2022-10-08,optimism,81650.0
2022-10-09,optimism,74630.0
2022-10-10,optimism,80464.0
2022-10-11,optimism,87646.0
2022-10-12,optimism,73930.0
2022-10-13,optimism,107306.0
2022-10-14,optimism,87514.0
2022-10-15,optimism,72814.0
2022-10-16,optimism,66372.0
2022-10-17,optimism,74233.0
2022-10-18,optimism,78871.0
2022-10-19,optimism,64859.0
2022-10-20,optimism,67009.0
2022-10-21,optimism,78374.0
2022-10-22,optimism,66517.0
2022-10-23,optimism,78600.0
2022-10-24,optimism,82298.0
2022-10-25,optimism,121342.0
2022-10-26,optimism,135720.0
2022-10-27,optimism,131936.0
2022-10-28,optimism,137851.0
2022-10-29,optimism,150822.0
2022-10-30,optimism,127682.0
2022-10-31,optimism,137941.0
2022-11-01,optimism,62878.0
2022-11-02,optimism,80456.0
2022-11-03,optimism,66282.0
2022-11-04,optimism,93463.0
2022-11-05,optimism,72831.0
2022-11-06,optimism,63172.0
2022-11-07,optimism,81123.0
2022-11-08,optimism,207484.0
2022-11-09,optimism,208219.0
2022-11-10,optimism,181099.0
2022-11-11,optimism,117034.0
2022-11-12,optimism,72998.0
2022-11-13,optimism,55235.0
2022-11-14,optimism,76563.0
2022-11-15,optimism,52423.0
2022-11-16,optimism,59361.0
2022-11-17,optimism,55394.0
2022-11-18,optimism,62051.0
2022-11-19,optimism,42501.0
2022-11-20,optimism,39987.0
2022-11-21,optimism,62957.0
2022-11-22,optimism,61928.0
2022-11-23,optimism,56256.0
2022-11-24,optimism,51347.0
2022-11-25,optimism,38039.0
2022-11-26,optimism,35086.0
2022-11-27,optimism,28622.0
2022-11-28,optimism,33567.0
2022-11-29,optimism,33195.0
2022-11-30,optimism,58352.0
2022-12-01,optimism,58809.0
2022-12-02,optimism,59177.0
2022-12-03,optimism,35949.0
2022-12-04,optimism,31530.0
2022-12-05,optimism,38484.0
2022-12-06,optimism,35627.0
2022-12-07,optimism,38537.0
2022-12-08,optimism,39323.0
2022-12-09,optimism,40928.0
2022-12-10,optimism,27903.0
2022-12-11,optimism,25256.0
2022-12-12,optimism,36970.0
2022-12-13,optimism,57442.0
2022-12-14,optimism,55580.0
2022-12-15,optimism,40993.0
2022-12-16,optimism,59083.0
2022-12-17,optimism,41571.0
2022-12-18,optimism,33220.0
2022-12-19,optimism,31794.0
2022-12-20,optimism,42121.0
2022-12-21,optimism,31393.0
2022-12-22,optimism,33167.0
2022-12-23,optimism,25220.0
2022-12-24,optimism,21055.0
2022-12-25,optimism,21852.0
2022-12-26,optimism,19132.0
2022-12-27,optimism,23618.0
2022-12-28,optimism,27703.0
2022-12-29,optimism,26816.0
2022-12-30,optimism,25074.0
2022-12-31,optimism,22311.0
2023-01-01,optimism,20517.0
2023-01-02,optimism,39901.0
2023-01-03,optimism,38599.0
2023-01-04,optimism,69543.0
2023-01-05,optimism,45456.0
2023-01-06,optimism,58391.0
2023-01-07,optimism,50900.0
2023-01-08,optimism,68135.0
2023-01-09,optimism,103929.0
2023-01-10,optimism,71471.0
2023-01-11,optimism,79981.0
2023-01-12,optimism,134364.0
2023-01-13,optimism,137028.0
2023-01-14,optimism,166745.0
2023-01-15,optimism,125134.0
2023-01-16,optimism,110998.0
2023-01-17,optimism,101754.0
2023-01-18,optimism,122179.0
2023-01-19,optimism,63912.0
2023-01-20,optimism,97689.0
2023-01-21,optimism,134198.0
2023-01-22,optimism,100004.0
2023-01-23,optimism,78993.0
2023-01-24,optimism,106479.0
2023-01-25,optimism,166007.0
2023-01-26,optimism,113688.0
2023-01-27,optimism,111031.0
2023-01-28,optimism,70684.0
2023-01-29,optimism,92355.0
2023-01-30,optimism,106885.0
2023-01-31,optimism,86462.0
2023-02-01,optimism,168792.0
2023-02-02,optimism,183553.0
2023-02-03,optimism,157676.0
2023-02-04,optimism,110364.0
2023-02-05,optimism,108417.0
2023-02-06,optimism,123157.0
2023-02-07,optimism,136100.0
2023-02-08,optimism,141482.0
2023-02-09,optimism,185149.0
2023-02-10,optimism,138147.0
2023-02-11,optimism,105658.0
2023-02-12,optimism,70572.0
2023-02-13,optimism,103323.0
2023-02-14,optimism,122416.0
2023-02-15,optimism,121009.0
2023-02-16,optimism,226168.0
2023-02-17,optimism,218947.0
2023-02-18,optimism,114724.0
2023-02-19,optimism,127821.0
2023-02-20,optimism,155386.0
2023-02-21,optimism,134247.0
