month_end,S_USD,S_ALL,S_nonUSD,share_USD,share_nonUSD,DEX,VIX,DXY,FEE_wgt,BRIDGE_net,log_S_USD,log_S_nonUSD,log_S_ALL,log_DEX,dlog_S_USD,dlog_S_nonUSD,z_VIX,z_DXY,z_FEE_wgt,BRIDGE_intensity,z_BRIDGE,const,N_nonUSD
2018-09-30,43376612.0,44677910.36,1301298.3599999999,0.970873786407767,0.029126213592233007,2101766.0,12.910526315789474,113.8072,2269.0,,17.58543095980585,14.07887306248587,17.614989762047397,14.558288501672266,1.0533735993062905,1.0533735993062905,-0.9699862083564686,-0.8552342721461731,-1.002337633698146,,0.010447933224836958,1,0.0
2018-10-31,275451031.0,283714561.93,8263530.93,0.970873786407767,0.029126213592233007,7212341.0,19.35217391304348,116.5268,1183.0,,19.43392042484205,15.92736252752207,19.463479227083596,15.791304144494838,1.8484894650361987,1.8484894650361987,-0.02972836737321852,-0.31493626402653335,-1.002341770573534,,0.010447933224836958,1,0.0
2018-11-30,345832864.0,356207849.92,10374985.92,0.9708737864077669,0.029126213592233007,6899765.0,19.38904761904762,116.4121,1347.0,,19.661466164291664,16.15490826697168,19.691024966533206,15.746997911016487,0.22754573944961365,0.22754573944961187,-0.024346081137739898,-0.3377235053603039,-1.0023411458520206,,0.010447933224836958,1,0.0
2018-12-31,417700790.0,430231813.7,12531023.7,0.970873786407767,0.029126213592233007,6586059.0,24.953157894736844,115.5667,7375.0,,19.850275920775168,16.343718023455185,19.87983472301671,15.70046570027492,0.1888097564835043,0.1888097564835043,0.7878216501492796,-0.5056775927497517,-1.002318183527122,,0.010447933224836958,1,0.0
2019-01-31,677980074.0,698319476.22,20339402.22,0.970873786407767,0.029126213592233007,4408402.0,19.57238095238095,113.5476,22212.0,,20.33462845609226,16.828070558772282,20.364187258333807,15.29902282347876,0.4843525353170932,0.48435253531709677,0.0024142471133341125,-0.906808534136118,-1.0022616652765384,,0.010447933224836958,1,0.0
2019-02-28,608018395.0,626258946.85,18240551.849999998,0.970873786407767,0.029126213592233004,15298275.0,15.234736842105262,114.1971,58850.0,,20.22571569440698,16.719157797087,20.255274496648525,16.543250634908418,-0.10891276168528208,-0.10891276168528208,-0.6307318268538517,-0.7777735450665092,-1.0021221009667125,,0.010447933224836958,1,0.0
2019-03-31,623329180.0,642029055.4,18699875.4,0.970873786407767,0.029126213592233007,18365597.0,14.485238095238095,115.1364,82880.0,,20.250585316020995,16.744027418701013,20.280144118262537,16.725989744194617,0.02486962161401607,0.024869621614012516,-0.7401327313444027,-0.5911645146845518,-1.0020305640278753,,0.010447933224836958,1,0.0
2019-04-30,1065014750.0,1096965192.5,31950442.5,0.970873786407767,0.02912621359223301,42586042.0,12.949047619047619,115.3268,119758.6337338971,,20.78625448577715,17.27969658845717,20.815813288018695,17.567037104967604,0.5356691697561544,0.535669169756158,-0.9643634298845751,-0.5533380914068693,-1.001890083077376,,0.010447933224836958,1,0.0
2019-05-31,1302219329.0,1341285908.87,39066579.87,0.9708737864077671,0.02912621359223301,54467116.0,16.721818181818183,116.7279,177070.06009641636,,20.98733582199891,17.48077792467893,21.016894624240454,17.81310770138204,0.20108133622176183,0.20108133622175828,-0.41366936438058594,-0.27498409112137623,-1.001671767949219,,0.010447933224836958,1,0.0
2019-06-30,1766831761.0,1819836713.83,53004952.83,0.970873786407767,0.02912621359223301,70716865.0,15.836000000000002,114.5834,238635.04333287623,,21.292453814092877,17.785895916772894,21.32201261633442,18.07419464555994,0.3051179920939653,0.3051179920939653,-0.5429681933781741,-0.7010280234689904,-1.0014372498424764,,0.010447933224836958,1,0.0
2019-07-31,2410754774.0,2483077417.22,72322643.22,0.9708737864077671,0.02912621359223301,60278126.0,13.305909090909092,115.4955,464898.6803319416,,21.603205719649395,18.096647822329412,21.63276452189094,17.91447984298451,0.31075190555651844,0.31075190555651844,-0.9122739928272591,-0.5198227678409831,-1.0005753488561653,,0.010447933224836958,1,0.0
2019-08-31,2511467561.0,2586811587.83,75344026.83,0.970873786407767,0.02912621359223301,53100533.0,18.97909090909091,118.16,681451.4513545891,,21.644133104885412,18.13757520756543,21.67369190712696,17.787697523826573,0.040927385236017244,0.040927385236017244,-0.0841855872859513,0.009528623038107299,-0.9997504392533307,,0.010447933224836958,1,0.0
2019-09-30,2949092827.0,3037565611.81,88472784.81,0.970873786407767,0.02912621359223301,35764555.0,15.559000000000001,117.9488,557398.4077635654,,21.804763443734128,18.29820554641415,21.834322245975674,17.392467877115326,0.16063033884871558,0.16063033884871913,-0.5834006166084341,-0.03243009858083042,-1.0002229917237324,,0.010447933224836958,1,0.0
2019-10-31,3656623069.0,3766321761.07,109698692.07,0.9708737864077669,0.029126213592233007,31873869.0,15.466521739130435,115.9137,433370.60773798503,,22.019805899704938,18.513248002384955,22.049364701946484,17.27729707846041,0.21504245597080995,0.2150424559708064,-0.5968992454282055,-0.43673973099893554,-1.0006954480343877,,0.010447933224836958,1,0.0
2019-11-30,3693731139.0,3804543073.17,110811934.17,0.970873786407767,0.02912621359223301,56974962.0,12.5235,117.1218,360538.3628371518,,22.02990293291275,18.523345035592772,22.059461735154297,17.858122466136606,0.01009703320781341,0.010097033207816963,-1.0264786697328159,-0.1967286912837826,-1.0009728862677152,,0.010447933224836958,1,0.0
2019-12-31,4172399815.0,4297571809.45,125171994.44999999,0.970873786407767,0.029126213592233007,63698882.0,13.756666666666666,114.6697,437874.9305056916,,22.1517572024271,18.645199305107116,22.181316004668645,17.969677569367963,0.12185426951434764,0.12185426951434408,-0.846478970887634,-0.6838829587165528,-1.00067828981892,,0.010447933224836958,1,0.0
2020-01-31,3958356055.0,4077106736.65,118750681.64999999,0.970873786407767,0.029126213592233007,65906121.0,13.94095238095238,115.7342,685541.4214518141,,22.09909463839306,18.592536741073076,22.1286534406346,18.003741878315658,-0.05266256403404057,-0.05266256403404057,-0.8195796279443461,-0.4724006710112454,-0.9997348594221765,,0.010447933224836958,1,0.0
2020-02-29,4190769964.0,4316493062.92,125723098.92,0.970873786407767,0.02912621359223301,150189302.0,19.628947368421052,117.6573,1297620.0544788914,,22.156150316289406,18.649592418969423,22.18570911853095,18.827407069724398,0.057055677896347134,0.057055677896347134,0.010670988174533982,-0.09034187581530408,-0.9974032820441107,,0.010447933224836958,1,0.0
2020-03-31,6113402985.0,6296805074.55,183402089.54999998,0.970873786407767,0.029126213592233007,223287901.0,57.73681818181819,122.5394,1124119.0468512024,,22.533749408444116,19.027191511124133,22.56330821068566,19.22397253262861,0.37759909215471055,0.37759909215471055,5.5731026168075255,0.8795760920626522,-0.9980641955323919,,0.010447933224836958,1,0.0
2020-04-30,8143920164.0,8388237768.92,244317604.92,0.970873786407767,0.029126213592233007,172375938.0,41.453809523809525,122.3375,564481.8719778717,,22.82053749366134,19.31397959634136,22.850096295902887,18.9651883356873,0.2867880852172249,0.2867880852172249,3.196346308061709,0.8394649846059113,-1.000196008842728,,0.010447933224836958,1,0.0
2020-05-31,9430553460.0,9713470063.8,282916603.8,0.9708737864077671,0.029126213592233014,281425661.0,30.897000000000002,120.953,740659.1188621435,,22.967220623279896,19.460662725959914,22.996779425521442,19.455378888963153,0.14668312961855534,0.14668312961855534,1.655417100018733,0.5644088762658457,-0.9995249008164048,,0.010447933224836958,1,0.0
2020-06-30,10464909057.0,10778856328.71,313947271.71,0.9708737864077671,0.02912621359223301,606076546.0,31.119545454545456,120.4746,4079132.6053205244,,23.07129350260117,19.564735605281186,23.10085230484271,20.22251684958806,0.10407287932127218,0.10407287932127218,1.687901042279211,0.46936601441688264,-0.9868077288089401,,0.010447933224836958,1,0.0
2020-07-31,11929656481.0,12287546175.43,357889694.43,0.970873786407767,0.02912621359223301,1712824717.0,26.840454545454545,117.2208,11318123.411182864,,23.202293278090114,19.69573538077013,23.23185208033166,21.261409725892282,0.13099977548894515,0.13099977548894515,1.063301711314875,-0.17706054052490394,-0.9592324038551783,,0.010447933224836958,1,0.0
2020-08-31,15229622629.0,15686511307.87,456888678.87,0.9708737864077669,0.029126213592233007,6762732368.0,22.88952380952381,115.7717,31725069.443995606,,23.44650822541124,19.939950328091257,23.476067027652782,22.634692841785608,0.24421494732112592,0.24421494732112592,0.486602420092516,-0.46495061390561093,-0.8814966830537404,,0.010447933224836958,1,0.0
2020-09-30,19138106723.0,19712249924.69,574143201.6899999,0.970873786407767,0.029126213592233007,19725096455.0,27.64761904761905,116.957,62676194.79534417,,23.674947300784954,20.168389403464975,23.7045061030265,23.70515759365372,0.22843907537371422,0.22843907537371777,1.1811198223905328,-0.2294692089106823,-0.7635952569935123,,0.010447933224836958,1,0.0
2020-10-31,21080976366.0,21713405656.98,632429290.98,0.970873786407767,0.02912621359223301,12850644257.0,29.438636363636363,116.1417,35489638.01289063,,23.77163687671964,20.26507897939966,23.801195678961186,23.276659783762355,0.09668957593468619,0.09668957593468619,1.4425464293722514,-0.39144338379667243,-0.8671563966268077,,0.010447933224836958,1,0.0
2020-11-30,23473564152.0,24177771076.56,704206924.56,0.9708737864077669,0.029126213592233007,12780204190.0,24.9955,113.2308,35907271.396617614,,23.87914069518606,20.372582797866077,23.9086994974276,23.27116326307646,0.10750381846641943,0.10750381846641588,0.7940021336166447,-0.9697466165645273,-0.8655655151660266,,0.010447933224836958,1,0.0
2020-12-31,26662160973.0,26666229036.0,4068063.0,0.9998474451338992,0.0001525548661007908,16876800879.0,22.37409090909091,111.324,47765034.04488623,,24.00651120516374,15.218677522756334,24.00666377166752,23.549205786766517,0.1273705099776805,-5.153905275109743,0.41136703678167363,-1.3485671202718854,-0.820396006456914,,0.010447933224836958,1,0.0
2021-01-31,36065197214.0,36105763707.0,40566493.0,0.9988764538169252,0.0011235461830747865,44429802964.0,24.91,111.9604,111662730.2566946,,24.308594171180456,17.518452988261583,24.309718349014712,24.5171763191331,0.3020829660167159,2.299775465505249,0.7815220896231891,-1.2221346844845111,-0.5769919486135957,,0.010447933224836958,1,0.0
2021-02-28,49428634720.0,49580444816.0,151810096.0,0.9969381054049961,0.0030618945950039093,73673518733.0,23.140526315789476,112.8433,151198964.8077731,,24.62379574341043,18.838140929278108,24.62686233519534,25.02290925994559,0.3152015722299737,1.3196879410165252,0.5232401080534885,-1.0467305399894287,-0.42638745906082015,,0.010447933224836958,1,0.0
2021-03-31,60091534329.0,60305937799.0,214403470.0,0.9964447369890075,0.003555263010992514,73346901451.0,21.84304347826087,113.8351,134091069.49828213,,24.81913480881549,19.183370171731443,24.82269640679346,25.018466097302976,0.19533906540506152,0.3452292424533354,0.33385247187675565,-0.8496914296595797,-0.49155618010023755,,0.010447933224836958,1,0.0
2021-04-30,80054889593.0,80279319547.0,224429954.0,0.997204386443901,0.002795613556099042,136746986351.0,17.416190476190476,112.0959,165204577.74031955,,25.105978356260135,19.22907420755299,25.108777884842116,25.64139824035302,0.2868435474446436,0.04570403582154725,-0.31231501605774437,-1.1952151448094825,-0.3730361925446626,,0.010447933224836958,1,0.0
2021-05-31,98325097965.0,98526029475.0,200931510.0,0.9979606251153054,0.002039374884694652,281450020179.0,19.7605,110.7711,304944973.87243444,,25.31154515160246,19.118474661687493,25.313586608843735,26.363220720553016,0.20556679534232458,-0.11059954586549736,0.02987312419278122,-1.458410762237375,0.15927375726075468,,0.010447933224836958,1,0.0
2021-06-30,105566441538.0,105859465178.0,293023640.0,0.9972319561646444,0.002768043835355565,118200776077.0,16.956818181818182,112.5613,170440320.7659997,,25.38260636924721,19.495763846320532,25.385378251200255,25.495650507692115,0.07106121764475049,0.37728918463303884,-0.379367489076936,-1.1027549694238075,-0.35309179432956866,,0.010447933224836958,1,0.0
2021-07-31,110270654076.0,110549310569.0,278656493.0,0.9974793466230975,0.0025206533769025624,94303600949.0,17.603333333333335,112.6808,148026220.67584494,,25.426203672285514,19.44549037334121,25.428727507857737,25.269785211954314,0.04359730303830389,-0.05027347297932039,-0.28499862903781603,-1.079014120780515,-0.4384733219634514,,0.010447933224836958,1,0.0
2021-08-31,113199048216.0,113463298352.0,264250136.0,0.9976710518745876,0.0023289481254124152,138573053125.0,17.472727272727273,113.1175,348964379.5506949,,25.45241359469428,19.392406697378632,25.454745259037484,25.65466348290228,0.02620992240876774,-0.053083675962579235,-0.30406259841998673,-0.99225572243302,0.3269558898125031,,0.010447933224836958,1,0.0
2021-09-30,121479119196.0,121728006143.0,248886947.0,0.9979553846736994,0.0020446153263006706,150720790036.0,19.824761904761903,114.6504,364473178.227671,,25.52300822648852,19.33250932321456,25.52505493489425,25.73869488950701,0.07059463179423986,-0.05989737416407337,0.03925314054987835,-0.6877172547735868,0.3860332079952747,,0.010447933224836958,1,0.0
2021-10-31,126429764811.0,126810737213.0,380972402.0,0.9969957401843655,0.003004259815634481,194963445276.0,17.871428571428574,114.149,431577912.9900227,,25.56295277203753,19.758237494771844,25.56596155370049,25.996077917814237,0.039944545549008836,0.42572817155728515,-0.2458659931797512,-0.7873294849806721,0.6416537656991614,,0.010447933224836958,1,0.0
2021-11-30,137987525143.0,138561593094.0,574067951.0,0.9958569475265014,0.004143052473498577,292307447437.0,18.50047619047619,116.2206,482474568.87849987,,25.65042912050302,20.1682583288104,25.654580779197328,26.401071987483473,0.0874763484654899,0.41002083403855494,-0.15404678897281826,-0.3757684636464143,0.8355332528851324,,0.010447933224836958,1,0.0
2021-12-31,149418948595.0,150087869346.0,668920751.0,0.9955431391363287,0.004456860863671308,253658142568.0,21.354545454545455,115.2969,482158487.3587572,,25.730019932894553,20.321176152181824,25.73448675517138,26.25925330203267,0.0795908123915332,0.1529178233714248,0.2625486493424337,-0.5592782702724317,0.8343292106570742,,0.010447933224836958,1,0.0
2022-01-31,151047596636.0,151760477256.0,712880620.0,0.9953025937128712,0.004697406287128789,217696886297.0,23.181,115.5742,719107350.1930255,,25.74086083360319,20.38482453097995,25.745569307375817,26.106369502360696,0.010840900708636525,0.06364837879812768,0.5291478666444194,-0.5041875813286231,1.7369331875522922,,0.010447933224836958,1,0.0
2022-02-28,159295579217.0,160020726800.0,725147583.0,0.9954684146391466,0.004531585360853392,159670244839.0,25.748421052631578,115.2317,456016601.3254103,,25.794027302171628,20.401885754861482,25.798569186290333,25.796376555703247,0.05316646856843832,0.017061223881530196,0.9039025764288205,-0.5722314362267615,0.7347475118255238,,0.010447933224836958,1,0.0
2022-03-31,159904340210.0,160527158117.0,622817907.0,0.9961201711018515,0.0038798288981485613,153731848325.0,26.968695652173913,115.2254,334189379.6967713,,25.797841599694994,20.24976474991925,25.80172897465389,25.75847567698865,0.0038142975233661502,-0.1521210049422308,1.0820204791935553,-0.5734830458205104,0.2706738149915516,,0.010447933224836958,1,0.0
2022-04-30,156854172227.0,157393455329.0,539283102.0,0.9965736624761637,0.003426337523836267,148871272527.0,24.3735,119.4936,415785314.5799791,,25.778582371337706,20.105751226606845,25.782014592198667,25.726347826706416,-0.01925922835728855,-0.14401352331240602,0.7032116381320902,0.2744725205334573,0.5814953755726614,,0.010447933224836958,1,0.0
2022-05-31,154084426634.0,154559447668.0,475021034.0,0.9969266127618392,0.0030733872381607146,164734660554.0,29.313636363636363,118.0689,326467195.682882,,25.760766514035776,19.978869643123755,25.763844633827627,25.827601898583033,-0.017815857301929583,-0.1268815834830903,1.424300751019246,-0.008570049023849502,0.24125787301200163,,0.010447933224836958,1,0.0
2022-06-30,148760225546.0,149170640061.0,410414515.0,0.997248691063924,0.0027513089360759607,95751349128.0,28.23318181818182,120.9718,223736551.45269844,,25.725601622175834,19.832678219129125,25.728356722918893,25.285020555017564,-0.035164891859942315,-0.1461914239946296,1.2665917421279966,0.5681438382281374,-0.15007166080402348,,0.010447933224836958,1,0.0
2022-07-31,148878545338.0,149144304564.0,265759226.0,0.9982181067739938,0.0017818932260062188,76861599504.0,24.995238095238093,121.7793,224132495.75775096,,25.726396678531437,19.39810129142285,25.728180161217622,25.065272232483277,0.0007950563556029522,-0.4345769277062743,0.7939639045762857,0.7285684012361575,-0.1485633990630951,,0.010447933224836958,1,0.0
2022-08-31,149080642248.0,149460998963.0,380356715.0,0.9974551440332996,0.002544855966700448,86367564584.0,22.169565217391302,123.5407,264767862.8508759,,25.72775321962439,19.75662009404338,25.730301319241285,25.181878032365073,0.001356541092953023,0.35851880262053015,0.38151335689625776,1.0785025501925962,0.006227991375041374,,0.010447933224836958,1,0.0
2022-09-30,146862518163.0,147233079906.0,370561743.0,0.9974831624575362,0.002516837542463845,71350425933.0,27.34181818181818,127.5159,243129169.43913645,,25.7127627355136,19.730530636589496,25.715282745616,24.99086915048003,-0.014990484110789737,-0.026089457453885245,1.1364834684907472,1.8682483370278633,-0.07619979702887808,,0.010447933224836958,1,0.0
2022-10-31,143115385389.0,143485345774.0,369960385.0,0.997421615545446,0.00257838445455409,58691542403.0,30.005714285714287,127.6272,255755292.71462113,-462579354.9830322,25.686917032677087,19.728906490302837,25.68949874688967,24.79556147167908,-0.025845702836512885,-0.0016241462866588563,1.5253202003108468,1.8903601065173896,-0.028103389454249405,-0.003141816738998892,-0.550852676865692,1,0.0
2022-11-30,138936362827.0,139207117360.0,270754533.0,0.9980550237794249,0.0019449762205750484,103842310538.0,23.29909090909091,123.5276,279982107.07566595,-309788731.6730291,25.657281843856403,19.416723186087495,25.659228713999383,25.3661393405984,-0.029635188820684277,-0.3121833042153419,0.5463850565939132,1.075899996910362,0.06418326990429779,-0.002159026972419673,-0.37527257738878267,1,0.0
2022-12-31,135788555304.0,136087027201.0,298471897.0,0.9978067571675354,0.002193242832464539,45357567362.0,21.784285714285716,121.4392,271295622.2097194,1076413558.1232104,25.634364772407647,19.5141863389611,25.636560423919697,24.537842865342252,-0.022917071448755877,0.09746315287360474,0.3252758697788958,0.6610013499927786,0.03109403836522347,0.007732460656731542,1.391889068937736,1,0.0
2023-01-31,134849628269.0,135158232871.0,308604602.0,0.9977167162114753,0.002283283788524696,68135223727.0,20.16904761904762,118.991,320028939.74565285,96586840.83463034,25.62742612990247,19.547571410290246,25.62971202435811,24.944760151726864,-0.0069386425051760625,0.03338507132914614,0.08950695178501358,0.1746218884989921,0.21673276939385566,0.0007097431902305571,0.13724695391213187,1,0.0
2023-02-28,132887058470.0,133169621362.0,282562892.0,0.9978781730464495,0.0021218269535504546,84507626271.0,20.1205,121.4062,332068661.3112786,1005501657.565614,25.61276541997072,19.45941171032183,25.61488950118842,25.160107618964908,-0.014660709931749949,-0.08815969996841488,0.0824206778494365,0.6544452997398191,0.2625954101166592,0.007439440692638397,1.3395396487527143,1,0.0
2023-03-31,130286194999.0,130557665059.0,271470060.0,0.9979206884568798,0.0020793115431202037,117410244151.0,21.644347826086957,119.4611,364990139.7330923,-11985707.732699633,25.59299936764393,19.419362415014298,25.595080843956637,25.48893999906001,-0.01976605232679063,-0.04004929530753287,0.3048497761991088,0.26801580437524,0.38800245783726,-9.000331764943922e-05,-0.00563159059961731,1,0.0
2023-04-30,128405698057.0,128688972496.0,283274439.0,0.9977987667979181,0.0022012332020819028,75904986109.0,17.817894736842106,119.376,335976032.5400989,93637501.44605291,25.57846060460859,19.461926734821212,25.580664264085662,25.052748212326,-0.014538763035339741,0.042564319806913886,-0.25368008219469257,0.2511091414501849,0.277479671506029,0.0007172118266954101,0.13858126159221706,1,0.0
2023-05-31,127376812472.0,127653434006.0,276621534.0,0.9978330270849823,0.002166972915017689,71428581779.0,17.63608695652174,121.1527,381801339.89659655,-491649798.02700657,25.570415557805138,19.43816082665916,25.572584882003355,24.991963931219278,-0.008045046803452749,-0.023765908162051375,-0.28021773244908654,0.6040829137057222,0.4520409847263875,-0.003820450101443528,-0.6720937777993309,1,0.0
2023-06-30,126196013923.0,126479501365.0,283487442.0,0.9977586293514717,0.0022413706485282523,69591336793.0,14.003181818181817,119.7118,331205263.60321087,-100055963.19400316,25.561102201158498,19.462678383854676,25.563346087437896,24.96590592517464,-0.009313356646639903,0.02451755719551585,-0.8104962815781314,0.3178219194787813,0.2593064886353638,-0.0007838094131435611,-0.12958337297170675,1,0.0
2023-07-31,123783505948.0,124066613616.0,283107668.0,0.9977180994971279,0.002281900502872189,59594468674.0,13.932380952380951,118.1738,358287250.8676694,-268073396.80785674,25.541799956883008,19.461337835550708,25.544084464888297,24.810828599227612,-0.01930224427549021,-0.0013405483039683475,-0.8208307601742666,0.012270244052981856,0.3624692939543464,-0.0021195007405527236,-0.3682110267304945,1,0.0
2023-08-31,123475749750.0,123777809945.0,302060195.0,0.9975596579456834,0.002440342054316673,58007099438.0,15.85391304347826,120.5882,358192519.0125422,-289231025.64365035,25.539310615434033,19.526136876669366,25.541753939976203,24.783831244105507,-0.0024893414489746135,0.06479904111865764,-0.5403535083411526,0.49193472074222233,0.36210843402805803,-0.0023312559053062626,-0.40604210124563467,1,0.0
2023-09-30,122193569999.0,122492108948.0,298538949.0,0.9975627903579753,0.002437209642024654,45783751139.0,15.173333333333332,122.6332,321704170.80719894,76197588.20011796,25.528872263633374,19.5144109646969,25.531312448105325,24.54719508649327,-0.010438351800658552,-0.011725911972465752,-0.6396946162202403,0.8982111682362156,0.2231141894196082,0.0006155997446874843,0.1204277764077848,1,0.0
2023-10-31,122626486820.0,122938238530.0,311751710.0,0.9974641599413845,0.0025358400586154876,61080021441.0,18.887727272727272,124.1229,334865996.10486215,18011520.908374272,25.532408879692174,19.55771762767377,25.53494794043911,24.835450668328214,0.003536616058799069,0.043306662976871024,-0.09752151946396642,1.194167170109957,0.2732512346654434,0.0001470422957287842,0.03671774370651944,1,0.0
2023-11-30,126475455189.0,126799337024.0,323881835.0,0.997445713498181,0.0025542865018189894,98259558911.0,14.01909090909091,120.5421,354846858.099326,343261489.34099555,25.563314096161225,19.595889300444785,25.56587165041852,25.310878374678264,0.03090521646905131,0.03817167277101419,-0.8081741043332032,0.48277611720702857,0.3493638831174087,0.0027921458241589427,0.5092781594147706,1,0.0
2023-12-31,128808480723.0,129202232949.0,393752226.0,0.9969524348224273,0.003047565177572634,133942608469.0,12.7185,118.7686,403040604.8106283,489963101.3384942,25.581592492571705,19.79123240142147,25.584644711032563,25.620677250145356,0.018278396410480013,0.19534310097668595,-0.9980154115021275,0.13043808315783742,0.5329472391326171,0.0038640825168175462,0.7007847842599284,1,0.0
2024-01-31,133350596052.0,133739913161.0,389317109.0,0.9970889983416444,0.002911001658355563,132566459760.0,13.388636363636364,120.7727,400657917.6306407,448913077.52678895,25.616247557395717,19.77990475972699,25.619162804259936,25.610349939716276,0.034655064824011816,-0.011327641694482082,-0.9001986711536338,0.5285890017019493,0.52387092241757,0.003474499374201903,0.6311838896829824,1,0.0
2024-02-29,138465024737.0,138855600407.0,390575670.0,0.9971871810077866,0.002812818992213369,119126723852.0,13.980476190476189,121.5385,419107429.67043203,1127912719.9540277,25.653883601708266,19.78313228568034,25.6567003841098,25.503453669766756,0.03763604431254919,0.003227525953352739,-0.8138105182174913,0.6807291012085015,0.5941502339099378,0.008433628326019724,1.5171560317309307,1,0.0
2024-03-31,147948993583.0,148320053969.0,371060386.0,0.9974982453412702,0.0025017546587297926,253524396845.0,13.7875,121.4062,549915841.5221332,588449905.8972914,25.720133413356518,19.731875372825495,25.722638302632554,26.2587258953666,0.06624981164825172,-0.05125691285484635,-0.841978370227226,0.6544452997398191,1.0924357767752555,0.004237855039137668,0.7675610357863656,1,0.0
2024-04-30,157075055718.0,157424079143.0,349023425.0,0.997782909533916,0.0022170904660840105,186796157174.0,16.137727272727275,123.3446,500594685.3353391,735676856.5372465,25.779989589957626,19.67064959825807,25.782209141807524,25.953283790655888,0.05985617660110876,-0.06122577456742562,-0.49892644323008334,1.039543718234859,0.9045578051877411,0.004960063301291735,0.8965870012819429,1,0.0
2024-05-31,157730895956.0,158084601833.0,353705877.0,0.9977625532600977,0.0022374467399023062,185289877774.0,13.058695652173913,122.4845,473067377.6933066,91168593.3728539,25.784156227744123,19.68397626981375,25.786396181307936,25.945187342593478,0.004166637786497063,0.013326671555681457,-0.9483586079288787,0.8686692084600011,0.7996986509646834,0.00057912737282102,0.11391181246692865,1,0.0
2024-06-30,158172176327.0,158510372084.0,338195757.0,0.997866412446368,0.0021335875536320024,267993272044.0,12.667,124.5172,455569485.68655354,209164046.97863203,25.786950000244232,19.639135448519184,25.789085867138482,26.314227712828718,0.0027937725001088154,-0.044840821294567235,-1.0055326309835657,1.2725020372233466,0.7330443242729993,0.001323114614284775,0.24682869694003112,1,0.0
